BioSample	Environmental_Category
SAMN17842986	Animal-Associated
SAMN17842985	Animal-Associated
SAMN17842984	Animal-Associated
SAMN17842983	Animal-Associated
SAMN17842982	Animal-Associated
SAMN17842981	Animal-Associated
SAMN17842980	Animal-Associated
SAMN17842975	Animal-Associated
SAMN17842974	Animal-Associated
SAMN17842973	Animal-Associated
SAMN17842972	Animal-Associated
SAMN17842971	Animal-Associated
SAMN17842970	Animal-Associated
SAMN17842969	Animal-Associated
SAMN17842968	Animal-Associated
SAMN17842967	Animal-Associated
SAMN17842962	Animal-Associated
SAMN17842961	Animal-Associated
SAMN17842960	Animal-Associated
SAMN17842959	Animal-Associated
SAMN17842958	Animal-Associated
SAMN17842957	Animal-Associated
SAMN17842956	Animal-Associated
SAMN17842955	Animal-Associated
SAMN17842954	Animal-Associated
SAMN17842947	Animal-Associated
SAMN17842943	Animal-Associated
SAMN17842942	Animal-Associated
SAMN17842941	Animal-Associated
SAMN17842940	Animal-Associated
SAMN17842939	Animal-Associated
SAMN17842938	Animal-Associated
SAMN17842936	Animal-Associated
SAMN17842926	Animal-Associated
SAMN17842925	Animal-Associated
SAMN17718729	Animal-Associated
SAMN17718728	Animal-Associated
SAMN17718727	Animal-Associated
SAMN17718726	Animal-Associated
SAMN16966003	Animal-Associated
SAMN16966002	Animal-Associated
SAMN16966001	Animal-Associated
SAMN16674248	Animal-Associated
SAMN16674247	Animal-Associated
SAMN16674246	Animal-Associated
SAMN16674245	Animal-Associated
SAMN15581378	Animal-Associated
SAMN15418244	Marine Environment
SAMN15418243	Marine Environment
SAMN15418242	Marine Environment
SAMN15418241	Marine Environment
SAMN15418240	Marine Environment
SAMN15418239	Marine Environment
SAMN15418238	Marine Environment
SAMN15418237	Marine Environment
SAMN15418236	Marine Environment
SAMN15418235	Marine Environment
SAMN15418234	Marine Environment
SAMN15418233	Marine Environment
SAMN15418232	Marine Environment
SAMN15418231	Marine Environment
SAMN15418230	Marine Environment
SAMN15418229	Marine Environment
SAMN15415159	Plant-Associated
SAMN15415158	Plant-Associated
SAMN15415157	Plant-Associated
SAMN15415156	Plant-Associated
SAMN14297888	Animal-Associated
SAMN14297887	Animal-Associated
SAMN14297886	Animal-Associated
SAMN12825269	Marine Environment
SAMN12825268	Marine Environment
SAMN12825267	Marine Environment
SAMN12825266	Marine Environment
SAMN12825265	Marine Environment
SAMN12825264	Marine Environment
SAMN12825258	Marine Environment
SAMN12825257	Marine Environment
SAMN12825256	Marine Environment
SAMN12825255	Marine Environment
SAMN12825254	Marine Environment
SAMN12825253	Marine Environment
SAMN12825252	Marine Environment
SAMN12825251	Marine Environment
SAMN12825250	Marine Environment
SAMN12825249	Marine Environment
SAMN12825248	Marine Environment
SAMN12825247	Marine Environment
SAMN12825246	Marine Environment
SAMN12825245	Marine Environment
SAMN12825244	Marine Environment
SAMN12825243	Marine Environment
SAMN12825242	Marine Environment
SAMN12825241	Marine Environment
SAMN12825240	Marine Environment
SAMN12825239	Marine Environment
SAMN12825238	Marine Environment
SAMN12825237	Marine Environment
SAMN12825236	Marine Environment
SAMN12825235	Marine Environment
SAMN12825234	Marine Environment
SAMN12825233	Marine Environment
SAMN12825232	Marine Environment
SAMN12825231	Marine Environment
SAMN12825230	Marine Environment
SAMN12825229	Marine Environment
SAMN12825228	Marine Environment
SAMN12825227	Marine Environment
SAMN12825226	Marine Environment
SAMN12825225	Marine Environment
SAMN12825224	Marine Environment
SAMN12825223	Marine Environment
SAMN12825222	Marine Environment
SAMN12825221	Marine Environment
SAMN12825220	Marine Environment
SAMN12825219	Marine Environment
SAMN12825218	Marine Environment
SAMN12825217	Marine Environment
SAMN12825216	Marine Environment
SAMN12825215	Marine Environment
SAMN12825214	Marine Environment
SAMN12825213	Marine Environment
SAMN12825212	Marine Environment
SAMN12825211	Marine Environment
SAMN12825210	Marine Environment
SAMN12825209	Marine Environment
SAMN12825208	Marine Environment
SAMN12825207	Marine Environment
SAMN12825206	Marine Environment
SAMN12825205	Marine Environment
SAMN12825204	Marine Environment
SAMN12825203	Marine Environment
SAMN12825202	Marine Environment
SAMN12825201	Marine Environment
SAMN12825200	Marine Environment
SAMN12825199	Marine Environment
SAMN12825198	Marine Environment
SAMN12825197	Marine Environment
SAMN12825196	Marine Environment
SAMN12825195	Marine Environment
SAMN12825194	Marine Environment
SAMN12825193	Marine Environment
SAMN12825192	Marine Environment
SAMN12825191	Marine Environment
SAMN12825190	Marine Environment
SAMN12825189	Marine Environment
SAMN12825188	Marine Environment
SAMN12825187	Marine Environment
SAMN12825186	Marine Environment
SAMN12825185	Marine Environment
SAMN12825174	Marine Environment
SAMN12825173	Marine Environment
SAMN12825172	Marine Environment
SAMN12825171	Marine Environment
SAMN12825170	Marine Environment
SAMN12825169	Marine Environment
SAMN12825168	Marine Environment
SAMN12825167	Marine Environment
SAMN12825166	Marine Environment
SAMN12825165	Marine Environment
SAMN12825164	Marine Environment
SAMN12825163	Marine Environment
SAMN12825162	Marine Environment
SAMN12825161	Marine Environment
SAMN12825160	Marine Environment
SAMN12825159	Marine Environment
SAMN12825158	Marine Environment
SAMN12825157	Marine Environment
SAMN12825156	Marine Environment
SAMN12825155	Marine Environment
SAMN12825154	Marine Environment
SAMN12825153	Marine Environment
SAMN12825152	Marine Environment
SAMN12825151	Marine Environment
SAMN12825150	Marine Environment
SAMN12825149	Marine Environment
SAMN12825148	Marine Environment
SAMN12825147	Marine Environment
SAMN12825146	Marine Environment
SAMN12825145	Marine Environment
SAMN12825144	Marine Environment
SAMN12825143	Marine Environment
SAMN12825142	Marine Environment
SAMN12825141	Marine Environment
SAMN12825140	Marine Environment
SAMN12825139	Marine Environment
SAMN12825138	Marine Environment
SAMN12825137	Marine Environment
SAMN12825136	Marine Environment
SAMN12825135	Marine Environment
SAMN12825134	Marine Environment
SAMN12825133	Marine Environment
SAMN12825132	Marine Environment
SAMN12825131	Marine Environment
SAMN12825130	Marine Environment
SAMN12825129	Marine Environment
SAMN12825128	Marine Environment
SAMN12825127	Marine Environment
SAMN12825126	Marine Environment
SAMN12825125	Marine Environment
SAMN12825124	Marine Environment
SAMN12825123	Marine Environment
SAMN12825122	Marine Environment
SAMN12825121	Marine Environment
SAMN12825120	Marine Environment
SAMN12825119	Marine Environment
SAMN12825118	Marine Environment
SAMN12825117	Marine Environment
SAMN12825116	Marine Environment
SAMN12825115	Marine Environment
SAMN12825114	Marine Environment
SAMN12825113	Marine Environment
SAMN12825112	Marine Environment
SAMN12825111	Marine Environment
SAMN12825110	Marine Environment
SAMN12825109	Marine Environment
SAMN12825096	Marine Environment
SAMN12825095	Marine Environment
SAMN12825094	Marine Environment
SAMN12825093	Marine Environment
SAMN12825092	Marine Environment
SAMN12825091	Marine Environment
SAMN12825090	Marine Environment
SAMN12825089	Marine Environment
SAMN12825088	Marine Environment
SAMN12825087	Marine Environment
SAMN12825086	Marine Environment
SAMN12825085	Marine Environment
SAMN12825081	Marine Environment
SAMN12825080	Marine Environment
SAMN12825077	Marine Environment
SAMN12825076	Marine Environment
SAMN12825069	Marine Environment
SAMN12825057	Marine Environment
SAMN12825051	Marine Environment
SAMN12825049	Marine Environment
SAMN12825047	Marine Environment
SAMN12825046	Marine Environment
SAMN12825045	Marine Environment
SAMN12825044	Marine Environment
SAMN12825043	Marine Environment
SAMN12825042	Marine Environment
SAMN12825041	Marine Environment
SAMN12825040	Marine Environment
SAMN12825039	Marine Environment
SAMN12825038	Marine Environment
SAMN12825031	Marine Environment
SAMN12825030	Marine Environment
SAMN12825029	Marine Environment
SAMN12825028	Marine Environment
SAMN12825027	Marine Environment
SAMN12825026	Marine Environment
SAMN12825023	Marine Environment
SAMN12825022	Marine Environment
SAMN12825021	Marine Environment
SAMN12825020	Marine Environment
SAMN12825015	Marine Environment
SAMN12825013	Marine Environment
SAMN12825003	Marine Environment
SAMN12825000	Marine Environment
SAMN12824999	Marine Environment
SAMN12824998	Marine Environment
SAMN12824997	Marine Environment
SAMN12824994	Marine Environment
SAMN12824993	Marine Environment
SAMN12824992	Marine Environment
SAMN12824991	Marine Environment
SAMN12824990	Marine Environment
SAMN12824989	Marine Environment
SAMN12824988	Marine Environment
SAMN12824986	Marine Environment
SAMN12824967	Marine Environment
SAMN12824966	Marine Environment
SAMN12824965	Marine Environment
SAMN12824964	Marine Environment
SAMN12824963	Marine Environment
SAMN12824962	Marine Environment
SAMN12824961	Marine Environment
SAMN12824960	Marine Environment
SAMN12824959	Marine Environment
SAMN12824958	Marine Environment
SAMN12824957	Marine Environment
SAMN12824956	Marine Environment
SAMN12824955	Marine Environment
SAMN12824954	Marine Environment
SAMN12824953	Marine Environment
SAMN12824952	Marine Environment
SAMN12824951	Marine Environment
SAMN12824950	Marine Environment
SAMN12824949	Marine Environment
SAMN12824948	Marine Environment
SAMN12824947	Marine Environment
SAMN12824946	Marine Environment
SAMN12824945	Marine Environment
SAMN12824944	Marine Environment
SAMN12824943	Marine Environment
SAMN12824942	Marine Environment
SAMN12824941	Marine Environment
SAMN12824940	Marine Environment
SAMN12824939	Marine Environment
SAMN12824938	Marine Environment
SAMN12824937	Marine Environment
SAMN12824936	Marine Environment
SAMN12824935	Marine Environment
SAMN12824934	Marine Environment
SAMN12824933	Marine Environment
SAMN12824932	Marine Environment
SAMN12824931	Marine Environment
SAMN12824930	Marine Environment
SAMN12824929	Marine Environment
SAMN12824928	Marine Environment
SAMN12824927	Marine Environment
SAMN12824926	Marine Environment
SAMN12824925	Marine Environment
SAMN12824924	Marine Environment
SAMN12824923	Marine Environment
SAMN12824922	Marine Environment
SAMN12824921	Marine Environment
SAMN12824920	Marine Environment
SAMN12824919	Marine Environment
SAMN12824918	Marine Environment
SAMN12824917	Marine Environment
SAMN12824916	Marine Environment
SAMN12824915	Marine Environment
SAMN12824914	Marine Environment
SAMN12824913	Marine Environment
SAMN12824912	Marine Environment
SAMN12824911	Marine Environment
SAMN12824910	Marine Environment
SAMN12824909	Marine Environment
SAMN12824908	Marine Environment
SAMN12824907	Marine Environment
SAMN12824906	Marine Environment
SAMN12824905	Marine Environment
SAMN12824904	Marine Environment
SAMN12824903	Marine Environment
SAMN12824902	Marine Environment
SAMN12824901	Marine Environment
SAMN12824900	Marine Environment
SAMN12824899	Marine Environment
SAMN12824898	Marine Environment
SAMN12824897	Marine Environment
SAMN12824896	Marine Environment
SAMN12824895	Marine Environment
SAMN12824894	Marine Environment
SAMN12824893	Marine Environment
SAMN12824892	Marine Environment
SAMN12824891	Marine Environment
SAMN12824890	Marine Environment
SAMN12824889	Marine Environment
SAMN12824888	Marine Environment
SAMN12824887	Marine Environment
SAMN12824886	Marine Environment
SAMN12824885	Marine Environment
SAMN12824884	Marine Environment
SAMN12824883	Marine Environment
SAMN12824882	Marine Environment
SAMN12824881	Marine Environment
SAMN12824880	Marine Environment
SAMN12824879	Marine Environment
SAMN12824878	Marine Environment
SAMN12824877	Marine Environment
SAMN12824876	Marine Environment
SAMN12824875	Marine Environment
SAMN12824874	Marine Environment
SAMN12824873	Marine Environment
SAMN12824872	Marine Environment
SAMN12824871	Marine Environment
SAMN12824870	Marine Environment
SAMN12824869	Marine Environment
SAMN12824868	Marine Environment
SAMN12824867	Marine Environment
SAMN12824866	Marine Environment
SAMN12824865	Marine Environment
SAMN12824864	Marine Environment
SAMN12824863	Marine Environment
SAMN12824862	Marine Environment
SAMN12824861	Marine Environment
SAMN12824860	Marine Environment
SAMN12824859	Marine Environment
SAMN12824858	Marine Environment
SAMN12824857	Marine Environment
SAMN12824856	Marine Environment
SAMN12824855	Marine Environment
SAMN12824854	Marine Environment
SAMN12824853	Marine Environment
SAMN12824852	Marine Environment
SAMN12824851	Marine Environment
SAMN12824850	Marine Environment
SAMN12824849	Marine Environment
SAMN12824848	Marine Environment
SAMN12824847	Marine Environment
SAMN12824846	Marine Environment
SAMN12824845	Marine Environment
SAMN12824844	Marine Environment
SAMN12824835	Marine Environment
SAMN12824832	Marine Environment
SAMN12824831	Marine Environment
SAMN12824829	Marine Environment
SAMN12824828	Marine Environment
SAMN12824827	Marine Environment
SAMN12824826	Marine Environment
SAMN12824822	Marine Environment
SAMN12824820	Marine Environment
SAMN12824815	Marine Environment
SAMN12824814	Marine Environment
SAMN12824783	Marine Environment
SAMN12824782	Marine Environment
SAMN12824781	Marine Environment
SAMN12824769	Marine Environment
SAMN12824768	Marine Environment
SAMN12824767	Marine Environment
SAMN12824766	Marine Environment
SAMN12824765	Marine Environment
SAMN12824764	Marine Environment
SAMN12824763	Marine Environment
SAMN12824762	Marine Environment
SAMN12824761	Marine Environment
SAMN12824732	Marine Environment
SAMN12824731	Marine Environment
SAMN12824730	Marine Environment
SAMN12824729	Marine Environment
SAMN12824728	Marine Environment
SAMN12824727	Marine Environment
SAMN12824726	Marine Environment
SAMN12824725	Marine Environment
SAMN12824724	Marine Environment
SAMN12824723	Marine Environment
SAMN12824722	Marine Environment
SAMN12824721	Marine Environment
SAMN12824720	Marine Environment
SAMN12824719	Marine Environment
SAMN12824718	Marine Environment
SAMN12824717	Marine Environment
SAMN12824716	Marine Environment
SAMN12824715	Marine Environment
SAMN12824714	Marine Environment
SAMN12824713	Marine Environment
SAMN12824712	Marine Environment
SAMN12824711	Marine Environment
SAMN12824710	Marine Environment
SAMN12824709	Marine Environment
SAMN12824708	Marine Environment
SAMN12824707	Marine Environment
SAMN12824706	Marine Environment
SAMN12824705	Marine Environment
SAMN12824704	Marine Environment
SAMN12824703	Marine Environment
SAMN12824702	Marine Environment
SAMN12824701	Marine Environment
SAMN12824700	Marine Environment
SAMN12824699	Marine Environment
SAMN12824698	Marine Environment
SAMN12824697	Marine Environment
SAMN12824696	Marine Environment
SAMN12824695	Marine Environment
SAMN12824694	Marine Environment
SAMN12824693	Marine Environment
SAMN12824692	Marine Environment
SAMN12824691	Marine Environment
SAMN12824690	Marine Environment
SAMN12824689	Marine Environment
SAMN12824688	Marine Environment
SAMN12824687	Marine Environment
SAMN12824686	Marine Environment
SAMN12824685	Marine Environment
SAMN12824684	Marine Environment
SAMN12824683	Marine Environment
SAMN12824682	Marine Environment
SAMN12824681	Marine Environment
SAMN12824680	Marine Environment
SAMN12824679	Marine Environment
SAMN12824678	Marine Environment
SAMN12824677	Marine Environment
SAMN12824676	Marine Environment
SAMN12824675	Marine Environment
SAMN12824674	Marine Environment
SAMN12824673	Marine Environment
SAMN12824672	Marine Environment
SAMN12824671	Marine Environment
SAMN12824670	Marine Environment
SAMN12824669	Marine Environment
SAMN12824668	Marine Environment
SAMN12824667	Marine Environment
SAMN12824666	Marine Environment
SAMN12824665	Marine Environment
SAMN12824664	Marine Environment
SAMN12824663	Marine Environment
SAMN12824662	Marine Environment
SAMN12824661	Marine Environment
SAMN12824660	Marine Environment
SAMN12824659	Marine Environment
SAMN12824658	Marine Environment
SAMN12824657	Marine Environment
SAMN12824656	Marine Environment
SAMN12824655	Marine Environment
SAMN12824654	Marine Environment
SAMN12824653	Marine Environment
SAMN12824652	Marine Environment
SAMN12824651	Marine Environment
SAMN12824650	Marine Environment
SAMN12824649	Marine Environment
SAMN12824648	Marine Environment
SAMN12824647	Marine Environment
SAMN12824646	Marine Environment
SAMN12824645	Marine Environment
SAMN12824644	Marine Environment
SAMN12824643	Marine Environment
SAMN12824642	Marine Environment
SAMN12824641	Marine Environment
SAMN12824640	Marine Environment
SAMN12824639	Marine Environment
SAMN12824638	Marine Environment
SAMN12824637	Marine Environment
SAMN12824636	Marine Environment
SAMN12824635	Marine Environment
SAMN12824634	Marine Environment
SAMN12824633	Marine Environment
SAMN12824632	Marine Environment
SAMN12824631	Marine Environment
SAMN12824630	Marine Environment
SAMN12824629	Marine Environment
SAMN12824628	Marine Environment
SAMN12824627	Marine Environment
SAMN12824626	Marine Environment
SAMN12824625	Marine Environment
SAMN12824624	Marine Environment
SAMN12824623	Marine Environment
SAMN12824622	Marine Environment
SAMN10038577	Animal-Associated
SAMN10037625	Animal-Associated
SAMN10035128	Animal-Associated
SAMN10035127	Animal-Associated
SAMN10035126	Animal-Associated
SAMN10035125	Animal-Associated
SAMN10035122	Animal-Associated
SAMN10035121	Animal-Associated
SAMN10035120	Animal-Associated
SAMN10035119	Animal-Associated
SAMN10035118	Animal-Associated
SAMN10035117	Animal-Associated
SAMN08517568	Animal-Associated
SAMN08517567	Animal-Associated
SAMN08517566	Animal-Associated
SAMN08517565	Animal-Associated
SAMN08517564	Animal-Associated
SAMN08517563	Animal-Associated
SAMN08517562	Animal-Associated
SAMN08517561	Animal-Associated
SAMN08517560	Animal-Associated
SAMN08517559	Animal-Associated
SAMN08517558	Animal-Associated
SAMN08517557	Animal-Associated
SAMN08517556	Animal-Associated
SAMN08517555	Animal-Associated
SAMN08517554	Animal-Associated
SAMN07808852	Animal-Associated
SAMN07675705	Marine Environment
SAMN07675704	Marine Environment
SAMN07675703	Marine Environment
SAMN07675702	Marine Environment
SAMN07675701	Marine Environment
SAMN07675700	Marine Environment
SAMN07675699	Marine Environment
SAMN07675698	Marine Environment
SAMN07675697	Marine Environment
SAMN07675696	Marine Environment
SAMN07675695	Marine Environment
SAMN07675694	Marine Environment
SAMN07675693	Marine Environment
SAMN07675692	Marine Environment
SAMN07675691	Marine Environment
SAMN07675690	Marine Environment
SAMN07675689	Marine Environment
SAMN07675688	Marine Environment
SAMN07675687	Marine Environment
SAMN07675686	Marine Environment
SAMN07675685	Marine Environment
SAMN07675684	Marine Environment
SAMN07675683	Marine Environment
SAMN07675682	Marine Environment
SAMN07675681	Marine Environment
SAMN07675680	Marine Environment
SAMN07675679	Marine Environment
SAMN07675678	Marine Environment
SAMN07675677	Marine Environment
SAMN07675676	Marine Environment
SAMN07675675	Marine Environment
SAMN07675674	Marine Environment
SAMN07675673	Marine Environment
SAMN07675672	Marine Environment
SAMN07675671	Marine Environment
SAMN07675670	Marine Environment
SAMN07675669	Marine Environment
SAMN07675668	Marine Environment
SAMN07675667	Marine Environment
SAMN07675666	Marine Environment
SAMN07675311	Marine Environment
SAMN07675310	Marine Environment
SAMN07675309	Marine Environment
SAMN07675308	Marine Environment
SAMN07675307	Marine Environment
SAMN07675306	Marine Environment
SAMN07675305	Marine Environment
SAMN07675304	Marine Environment
SAMN07675303	Marine Environment
SAMN07675302	Marine Environment
SAMN07675301	Marine Environment
SAMN07675300	Marine Environment
SAMN06677787	Animal-Associated
SAMN06677786	Animal-Associated
SAMN06677785	Animal-Associated
SAMN06677784	Animal-Associated
SAMN06677783	Animal-Associated
SAMN06677782	Animal-Associated
SAMN06677781	Animal-Associated
SAMN06677780	Animal-Associated
SAMN06677779	Animal-Associated
SAMN06677778	Animal-Associated
SAMN06677777	Animal-Associated
SAMN06677776	Animal-Associated
SAMN06677775	Animal-Associated
SAMN06677774	Animal-Associated
SAMN06677773	Animal-Associated
SAMN06677772	Animal-Associated
SAMN06677771	Animal-Associated
SAMN06677770	Animal-Associated
SAMN06677769	Animal-Associated
SAMN06677768	Animal-Associated
SAMN06677767	Animal-Associated
SAMN06677766	Animal-Associated
SAMN06677765	Animal-Associated
SAMN06677764	Animal-Associated
SAMN06677763	Animal-Associated
SAMN06677762	Animal-Associated
SAMN06677761	Animal-Associated
SAMN06677760	Animal-Associated
SAMN06677759	Animal-Associated
SAMN06677758	Animal-Associated
SAMN06677757	Animal-Associated
SAMN06677756	Animal-Associated
SAMN06677755	Animal-Associated
SAMN06677754	Animal-Associated
SAMN06677753	Animal-Associated
SAMN06677752	Animal-Associated
SAMN06677751	Animal-Associated
SAMN06459066	Marine Environment
SAMN06459065	Marine Environment
SAMN06459064	Marine Environment
SAMN06459063	Marine Environment
SAMN06459062	Marine Environment
SAMN06459061	Marine Environment
SAMN06459060	Marine Environment
SAMN06459059	Marine Environment
SAMN06459058	Marine Environment
SAMN06459057	Marine Environment
SAMN06459056	Marine Environment
SAMN06459055	Marine Environment
SAMN06459054	Marine Environment
SAMN06459053	Marine Environment
SAMN06459052	Marine Environment
SAMN06459051	Marine Environment
SAMN06459050	Marine Environment
SAMN06459049	Marine Environment
SAMN06459048	Marine Environment
SAMN06459047	Marine Environment
SAMN06459046	Marine Environment
SAMN06459045	Marine Environment
SAMN06459044	Marine Environment
SAMN06459043	Marine Environment
SAMN06459042	Marine Environment
SAMN06459041	Marine Environment
SAMN06459040	Marine Environment
SAMN06459039	Marine Environment
SAMN06459038	Marine Environment
SAMN06459037	Marine Environment
SAMN06459036	Marine Environment
SAMN06459035	Marine Environment
SAMN06459034	Marine Environment
SAMN06459033	Marine Environment
SAMN06459032	Marine Environment
SAMN06459031	Marine Environment
SAMN06459030	Marine Environment
SAMN06459029	Marine Environment
SAMN06459028	Marine Environment
SAMN06459027	Marine Environment
SAMN06459026	Marine Environment
SAMN06459025	Marine Environment
SAMN06459024	Marine Environment
SAMN06459023	Marine Environment
SAMN06459022	Marine Environment
SAMN06459021	Marine Environment
SAMN06459020	Marine Environment
SAMN06459019	Marine Environment
SAMN06011526	Animal-Associated
SAMN06011525	Animal-Associated
SAMN06011524	Animal-Associated
SAMN06011523	Animal-Associated
SAMN06011522	Animal-Associated
SAMN05860190	Marine Environment
SAMN05860188	Marine Environment
SAMN05214683	Animal-Associated
SAMN05214682	Animal-Associated
SAMN05214681	Animal-Associated
SAMN05214680	Animal-Associated
SAMN05214679	Animal-Associated
SAMN05214678	Animal-Associated
SAMN05214677	Animal-Associated
SAMN05214676	Animal-Associated
SAMN05214675	Animal-Associated
SAMN05214674	Animal-Associated
SAMN05214673	Animal-Associated
SAMN05214672	Animal-Associated
SAMN05214671	Animal-Associated
SAMN05214670	Animal-Associated
SAMN05214669	Animal-Associated
SAMN05214668	Animal-Associated
SAMN05214667	Animal-Associated
SAMN05214666	Animal-Associated
SAMN05214665	Animal-Associated
SAMN05214664	Animal-Associated
SAMN05214663	Animal-Associated
SAMN05203324	Animal-Associated
SAMN05203323	Animal-Associated
SAMN05203322	Animal-Associated
SAMN05203321	Animal-Associated
SAMN05203320	Animal-Associated
SAMN05203319	Animal-Associated
SAMN05203318	Animal-Associated
SAMN05203317	Animal-Associated
SAMN05203316	Animal-Associated
SAMN05203315	Animal-Associated
SAMN05203314	Animal-Associated
SAMN05203313	Animal-Associated
SAMN05203312	Animal-Associated
SAMN05203311	Animal-Associated
SAMN05203310	Animal-Associated
SAMN05203309	Animal-Associated
SAMN05203308	Animal-Associated
SAMN05203307	Animal-Associated
SAMN05203306	Animal-Associated
SAMN05203305	Animal-Associated
SAMN05203304	Animal-Associated
SAMN05203303	Animal-Associated
SAMN05203302	Animal-Associated
SAMN05203301	Animal-Associated
SAMN05203300	Animal-Associated
SAMN05203299	Animal-Associated
SAMN05203298	Animal-Associated
SAMN05203297	Animal-Associated
SAMN05203296	Animal-Associated
SAMN05203295	Animal-Associated
SAMN05203294	Animal-Associated
SAMN05203293	Animal-Associated
SAMN05203292	Animal-Associated
SAMN05203291	Animal-Associated
SAMN05203290	Animal-Associated
SAMN05203289	Animal-Associated
SAMN05203288	Animal-Associated
SAMN05203287	Animal-Associated
SAMN05203286	Animal-Associated
SAMN05203285	Animal-Associated
SAMN05203284	Animal-Associated
SAMN05203283	Animal-Associated
SAMN05203282	Animal-Associated
SAMN05203281	Animal-Associated
SAMN05203280	Animal-Associated
SAMN05203279	Animal-Associated
SAMN05203278	Animal-Associated
SAMN05203277	Animal-Associated
SAMN05203276	Animal-Associated
SAMN05203275	Animal-Associated
SAMN05203274	Animal-Associated
SAMN05203273	Animal-Associated
SAMN05203272	Animal-Associated
SAMN05203271	Animal-Associated
SAMN05203270	Animal-Associated
SAMN05203269	Animal-Associated
SAMN05203268	Animal-Associated
SAMN05203267	Animal-Associated
SAMN05203266	Animal-Associated
SAMN05203265	Animal-Associated
SAMN05203264	Animal-Associated
SAMN05203263	Animal-Associated
SAMN05203262	Animal-Associated
SAMN05203261	Animal-Associated
SAMN05203260	Animal-Associated
SAMN05203259	Animal-Associated
SAMN05203258	Animal-Associated
SAMN05203257	Animal-Associated
SAMN05203256	Animal-Associated
SAMN05203255	Animal-Associated
SAMN05203254	Animal-Associated
SAMN05203253	Animal-Associated
SAMN05203252	Animal-Associated
SAMN05203251	Animal-Associated
SAMN05203250	Animal-Associated
SAMN05203249	Animal-Associated
SAMN05203248	Animal-Associated
SAMN05203247	Animal-Associated
SAMN05203246	Animal-Associated
SAMN05203245	Animal-Associated
SAMN05203244	Animal-Associated
SAMN05203243	Animal-Associated
SAMN05203242	Animal-Associated
SAMN05203241	Animal-Associated
SAMN05203240	Animal-Associated
SAMN05203239	Animal-Associated
SAMN05203238	Animal-Associated
SAMN05203237	Animal-Associated
SAMN05203236	Animal-Associated
SAMN05203235	Animal-Associated
SAMN05203233	Animal-Associated
SAMN05203232	Animal-Associated
SAMN05203230	Animal-Associated
SAMN05203229	Animal-Associated
SAMN05203228	Animal-Associated
SAMN05203227	Animal-Associated
SAMN05203226	Animal-Associated
SAMN05203225	Animal-Associated
SAMN05203224	Animal-Associated
SAMN05203222	Animal-Associated
SAMN05203221	Animal-Associated
SAMN05203219	Animal-Associated
SAMN05203218	Animal-Associated
SAMN05203217	Animal-Associated
SAMN05203216	Animal-Associated
SAMN05203215	Animal-Associated
SAMN05203214	Animal-Associated
SAMN05203213	Animal-Associated
SAMN05203212	Animal-Associated
SAMN05203211	Animal-Associated
SAMN05203210	Animal-Associated
SAMN05203209	Animal-Associated
SAMN05203208	Animal-Associated
SAMN05203206	Animal-Associated
SAMN05203205	Animal-Associated
SAMN05203204	Animal-Associated
SAMN05203203	Animal-Associated
SAMN05203202	Animal-Associated
SAMN05203201	Animal-Associated
SAMN05203200	Animal-Associated
SAMN05203198	Animal-Associated
SAMN05203197	Animal-Associated
SAMN05203196	Animal-Associated
SAMN05203195	Animal-Associated
SAMN05203194	Animal-Associated
SAMN05203193	Animal-Associated
SAMN05203192	Animal-Associated
SAMN05203191	Animal-Associated
SAMN05203188	Animal-Associated
SAMN05203187	Animal-Associated
SAMN05203186	Animal-Associated
SAMN05203185	Animal-Associated
SAMN05203184	Animal-Associated
SAMN05203183	Animal-Associated
SAMN05203182	Animal-Associated
SAMN05203181	Animal-Associated
SAMN05203180	Animal-Associated
SAMN05203179	Animal-Associated
SAMN05203178	Animal-Associated
SAMN05203177	Animal-Associated
SAMN05203176	Animal-Associated
SAMN05203175	Animal-Associated
SAMN05203174	Animal-Associated
SAMN05203173	Animal-Associated
SAMN05203171	Animal-Associated
SAMN05203170	Animal-Associated
SAMN05203168	Animal-Associated
SAMN05203167	Animal-Associated
SAMN05203166	Animal-Associated
SAMN05203165	Animal-Associated
SAMN05192421	Animal-Associated
SAMN05192420	Animal-Associated
SAMN05192419	Animal-Associated
SAMN05192418	Animal-Associated
SAMN05192417	Animal-Associated
SAMN05192416	Animal-Associated
SAMN05192415	Animal-Associated
SAMN05192414	Animal-Associated
SAMN05192413	Animal-Associated
SAMN05192412	Animal-Associated
SAMN05192411	Animal-Associated
SAMN05192410	Animal-Associated
SAMN05192409	Animal-Associated
SAMN05192408	Animal-Associated
SAMN05192407	Animal-Associated
SAMN05192406	Animal-Associated
SAMN05192405	Animal-Associated
SAMN05192404	Animal-Associated
SAMN05192403	Animal-Associated
SAMN05192402	Animal-Associated
SAMN05192401	Animal-Associated
SAMN05192400	Animal-Associated
SAMN05192399	Animal-Associated
SAMN05192398	Animal-Associated
SAMN05192397	Animal-Associated
SAMN05192396	Animal-Associated
SAMN05192395	Animal-Associated
SAMN05192394	Animal-Associated
SAMN05192393	Animal-Associated
SAMN05192392	Animal-Associated
SAMN05192391	Animal-Associated
SAMN05192390	Animal-Associated
SAMN05192389	Animal-Associated
SAMN05192388	Animal-Associated
SAMN04338370	Animal-Associated
SAMN04338369	Animal-Associated
SAMN04338368	Animal-Associated
SAMN04338367	Animal-Associated
