BioSample	Environmental_Category
SAMN04338366	Animal-Associated
SAMN04338365	Animal-Associated
SAMN04338364	Animal-Associated
SAMN04338363	Animal-Associated
SAMN04338362	Animal-Associated
SAMN04338361	Animal-Associated
SAMN04338360	Animal-Associated
SAMN04338359	Animal-Associated
SAMN04041658	Animal-Associated
SAMN04001508	Marine Environment
SAMN04001507	Marine Environment
SAMN04001506	Marine Environment
SAMN04001505	Marine Environment
SAMN04001504	Marine Environment
SAMN04001503	Marine Environment
SAMN04001502	Marine Environment
SAMN04001501	Marine Environment
SAMN04001500	Marine Environment
SAMN04001499	Marine Environment
SAMN04001498	Marine Environment
SAMN04001497	Marine Environment
SAMN04001496	Marine Environment
SAMN04001495	Marine Environment
SAMN04001494	Marine Environment
SAMN16813035	Marine Environment
SAMN16813034	Marine Environment
SAMN16813033	Marine Environment
SAMN16813032	Marine Environment
SAMN16813031	Marine Environment
SAMN16813030	Marine Environment
SAMN16813029	Marine Environment
SAMN16813028	Marine Environment
SAMN16813024	Animal-Associated
SAMN16813023	Animal-Associated
SAMN16813022	Animal-Associated
SAMN16813021	Animal-Associated
SAMN16813020	Animal-Associated
SAMN16813019	Animal-Associated
SAMN16813018	Animal-Associated
SAMN16813017	Animal-Associated
SAMN16813016	Animal-Associated
SAMN16813015	Animal-Associated
SAMN16813014	Animal-Associated
SAMN16813013	Animal-Associated
SAMN16813012	Animal-Associated
SAMN16813011	Animal-Associated
SAMN16813010	Animal-Associated
SAMN16813009	Animal-Associated
SAMN16813008	Animal-Associated
SAMN16813007	Animal-Associated
SAMN16813006	Animal-Associated
SAMN16813005	Animal-Associated
SAMN16813004	Animal-Associated
SAMN16813003	Animal-Associated
SAMN16813002	Animal-Associated
SAMN16813001	Animal-Associated
SAMN16813000	Animal-Associated
SAMN16812999	Animal-Associated
SAMN16812998	Animal-Associated
SAMN16812997	Animal-Associated
SAMN16812996	Animal-Associated
SAMN16812995	Animal-Associated
SAMN16812994	Animal-Associated
SAMN16812993	Animal-Associated
SAMN16812992	Animal-Associated
SAMN16812991	Animal-Associated
SAMN16812990	Animal-Associated
SAMN16812989	Animal-Associated
SAMN16812988	Animal-Associated
SAMN16812987	Animal-Associated
SAMN16812986	Animal-Associated
SAMN16812985	Animal-Associated
SAMN16812984	Animal-Associated
SAMN16812983	Animal-Associated
SAMN16812982	Animal-Associated
SAMN16812981	Animal-Associated
SAMN16812980	Animal-Associated
SAMN16812979	Animal-Associated
SAMN16812978	Animal-Associated
SAMN16812977	Animal-Associated
SAMN16812976	Animal-Associated
SAMN16812975	Animal-Associated
SAMN16812974	Animal-Associated
SAMN16812973	Animal-Associated
SAMN16812972	Animal-Associated
SAMN16812971	Animal-Associated
SAMN16812970	Animal-Associated
SAMN16812969	Animal-Associated
SAMN16812968	Animal-Associated
SAMN16812967	Animal-Associated
SAMN16812966	Animal-Associated
SAMN16812965	Animal-Associated
SAMN16812964	Animal-Associated
SAMN16796093	Animal-Associated
SAMN16796092	Animal-Associated
SAMN16796040	Animal-Associated
SAMN01884251	Animal-Associated
SAMN01884250	Animal-Associated
SAMN01884249	Animal-Associated
SAMN01884248	Animal-Associated
SAMN01884247	Animal-Associated
SAMN01884246	Animal-Associated
SAMN01884245	Animal-Associated
SAMN01884244	Animal-Associated
SAMN01884243	Animal-Associated
SAMN01884242	Animal-Associated
SAMN01884241	Animal-Associated
SAMN01884240	Marine Environment
SAMN01884239	Marine Environment
SAMN01884238	Marine Environment
SAMN01884237	Marine Environment
SAMN01884236	Marine Environment
SAMN01884235	Marine Environment
SAMN10612544	Animal-Associated
SAMN10612543	Animal-Associated
SAMN10612542	Animal-Associated
SAMN10612541	Animal-Associated
SAMN10612540	Animal-Associated
SAMN10612539	Animal-Associated
SAMN10612538	Animal-Associated
SAMN10612537	Animal-Associated
SAMN10612536	Animal-Associated
SAMN10612535	Animal-Associated
SAMN10612534	Animal-Associated
SAMN10612533	Animal-Associated
SAMN10612532	Animal-Associated
SAMN10612531	Animal-Associated
SAMN10612530	Animal-Associated
SAMN10612529	Animal-Associated
SAMN10612528	Animal-Associated
SAMN10612527	Animal-Associated
SAMN10612526	Animal-Associated
SAMN10612525	Animal-Associated
SAMN10612524	Animal-Associated
SAMN10612523	Animal-Associated
SAMN07249461	Marine Environment
SAMN07249460	Marine Environment
SAMN07249459	Marine Environment
SAMN07249458	Marine Environment
SAMN07249457	Marine Environment
SAMN07249456	Animal-Associated
SAMN07249455	Animal-Associated
SAMN07249454	Animal-Associated
SAMN07249453	Animal-Associated
SAMN07249452	Animal-Associated
SAMN07249451	Animal-Associated
SAMN07249450	Animal-Associated
SAMN07249449	Animal-Associated
SAMN07249448	Animal-Associated
SAMN07249447	Animal-Associated
SAMN07249446	Animal-Associated
SAMN07249445	Animal-Associated
SAMN07249444	Animal-Associated
SAMN07249443	Animal-Associated
SAMN07249442	Animal-Associated
SAMN07249441	Animal-Associated
SAMN07249440	Animal-Associated
SAMN07249439	Animal-Associated
SAMN07249438	Animal-Associated
SAMN07249437	Animal-Associated
SAMN07249436	Animal-Associated
SAMN07249435	Animal-Associated
SAMN07249434	Animal-Associated
SAMN07249433	Animal-Associated
SAMN07249432	Animal-Associated
SAMN07249431	Animal-Associated
SAMN07249430	Animal-Associated
SAMN07249429	Animal-Associated
SAMN05914487	Animal-Associated
SAMN05914486	Animal-Associated
SAMN05914485	Animal-Associated
SAMN05914484	Animal-Associated
SAMN05914483	Animal-Associated
SAMN05914482	Animal-Associated
SAMN05914481	Animal-Associated
SAMN05914480	Animal-Associated
SAMN05914479	Animal-Associated
SAMN05914478	Animal-Associated
SAMN05914477	Animal-Associated
SAMN05914476	Animal-Associated
SAMN05914475	Animal-Associated
SAMN05914474	Animal-Associated
SAMN05914473	Animal-Associated
SAMN05914472	Animal-Associated
SAMN05914471	Animal-Associated
SAMN05914470	Animal-Associated
SAMN05914469	Animal-Associated
SAMN05914468	Animal-Associated
SAMN07625002	Animal-Associated
SAMN07625001	Animal-Associated
SAMN07625000	Animal-Associated
SAMN05832873	Animal-Associated
SAMN04270983	Animal-Associated
SAMN04279594	Animal-Associated
SAMN04279593	Animal-Associated
SAMN04279592	Animal-Associated
SAMN04279591	Animal-Associated
SAMN04279590	Animal-Associated
SAMN04226072	Animal-Associated
SAMN39528302	Soil
SAMN39528301	Soil
SAMN39528300	Soil
SAMN39528299	Soil
SAMN39528298	Soil
SAMN39528297	Soil
SAMN39528296	Soil
SAMN39528295	Soil
SAMN39528294	Soil
SAMN39528293	Soil
SAMN39528292	Soil
SAMN39528291	Soil
SAMN39528290	Soil
SAMN39528289	Soil
SAMN39528288	Soil
SAMN39528287	Soil
SAMN39528286	Soil
SAMN39528285	Soil
SAMN39528284	Soil
SAMN39528283	Soil
SAMN39528282	Soil
SAMN39528281	Soil
SAMN39528280	Soil
SAMN39528279	Soil
SAMN39528278	Soil
SAMN39528277	Soil
SAMN39528276	Soil
SAMN39528275	Soil
SAMN39528274	Soil
SAMN39528273	Soil
SAMN39528272	Soil
SAMN39528271	Soil
SAMN39528270	Soil
SAMN39528269	Soil
SAMN39528268	Soil
SAMN39528267	Soil
SAMN39528266	Soil
SAMN39528265	Soil
SAMN39528264	Soil
SAMN39528263	Soil
SAMN39528262	Soil
SAMN39528261	Soil
SAMN39528260	Soil
SAMN39528259	Soil
SAMN39528258	Soil
SAMN39528257	Soil
SAMN39528256	Soil
SAMN39528255	Soil
SAMN39528254	Soil
SAMN39528253	Soil
SAMN39528252	Soil
SAMN39528251	Soil
SAMN39528250	Soil
SAMN39528249	Soil
SAMN39528248	Soil
SAMN39528247	Soil
SAMN39528246	Soil
SAMN39528245	Soil
SAMN39528244	Soil
SAMN39528243	Soil
SAMN39528242	Soil
SAMN39528241	Soil
SAMN39528240	Soil
SAMN39528239	Soil
SAMN39528238	Soil
SAMN39528237	Soil
SAMN39528236	Soil
SAMN39528235	Soil
SAMN39528234	Soil
SAMN39528233	Soil
SAMN39528232	Soil
SAMN39528231	Soil
SAMN39528230	Soil
SAMN39528229	Soil
SAMN39528228	Soil
SAMN39528227	Soil
SAMN39528226	Soil
SAMN39528225	Soil
SAMN39528224	Soil
SAMN39528223	Soil
SAMN39528222	Soil
SAMN39528221	Soil
SAMN39528220	Soil
SAMN39528219	Soil
SAMN39528218	Soil
SAMN39528217	Soil
SAMN39528216	Soil
SAMN39528215	Soil
SAMN39528214	Soil
SAMN39528213	Soil
SAMN39528212	Soil
SAMN39528211	Soil
SAMN39528210	Soil
SAMN39528209	Soil
SAMN39528208	Soil
SAMN39528207	Soil
SAMN39528206	Soil
SAMN39528205	Soil
SAMN39528204	Soil
SAMN39528203	Soil
SAMN39528202	Soil
SAMN39528201	Soil
SAMN39528200	Soil
SAMN39528199	Soil
SAMN39528198	Soil
SAMN39528197	Soil
SAMN39528196	Soil
SAMN39528195	Soil
SAMN39528194	Soil
SAMN39528193	Soil
SAMN39528192	Soil
SAMN39528191	Soil
SAMN39528190	Soil
SAMN39528189	Soil
SAMN39528188	Soil
SAMN39528187	Soil
SAMN39528186	Soil
SAMN39528185	Soil
SAMN39528184	Soil
SAMN39528183	Soil
SAMN39528182	Soil
SAMN39528181	Soil
SAMN39528180	Soil
SAMN39528179	Soil
SAMN39528178	Soil
SAMN39528177	Soil
SAMN39528176	Soil
SAMN39528175	Soil
SAMN39528174	Soil
SAMN39528173	Soil
SAMN39528172	Soil
SAMN39528171	Soil
SAMN39528170	Soil
SAMN39528169	Soil
SAMN39528168	Soil
SAMN39528167	Soil
SAMN39528166	Soil
SAMN39528165	Soil
SAMN39528164	Soil
SAMN39528163	Soil
SAMN39528162	Soil
SAMN39528161	Soil
SAMN39528160	Soil
SAMN39528159	Soil
SAMN39528158	Soil
SAMN39528157	Soil
SAMN39528156	Soil
SAMN39528155	Soil
SAMN39528154	Soil
SAMN39528153	Soil
SAMN39528152	Soil
SAMN39528151	Soil
SAMN39528150	Soil
SAMN39528149	Soil
SAMN39528148	Soil
SAMN39528147	Soil
SAMN39528146	Soil
SAMN39528145	Soil
SAMN39528144	Soil
SAMN39528143	Soil
SAMN39528142	Soil
SAMN39528141	Soil
SAMN39528140	Soil
SAMN39528139	Soil
SAMN39528138	Soil
SAMN39528137	Soil
SAMN39528136	Soil
SAMN39528135	Soil
SAMN39528134	Soil
SAMN39528133	Soil
SAMN39528132	Soil
SAMN39528131	Soil
SAMN39528130	Soil
SAMN39528129	Soil
SAMN39528128	Soil
SAMN39528127	Soil
SAMN39528126	Soil
SAMN39528125	Soil
SAMN39528124	Soil
SAMN39528123	Soil
SAMN39528122	Soil
SAMN39528121	Soil
SAMN39528120	Soil
SAMN39528119	Soil
SAMN39528118	Soil
SAMN39528117	Soil
SAMN39528116	Soil
SAMN39528115	Soil
SAMN39528114	Soil
SAMN39528113	Soil
SAMN39528112	Soil
SAMN39528111	Soil
SAMN39528110	Soil
SAMN35062478	Soil
SAMN35062477	Soil
SAMN35062476	Soil
SAMN35062475	Soil
SAMN35062474	Soil
SAMN35062473	Soil
SAMN35062472	Soil
SAMN35062471	Soil
SAMN35062470	Soil
SAMN35062469	Soil
SAMN35062468	Soil
SAMN35062467	Soil
SAMN35062466	Soil
SAMN35062465	Soil
SAMN35062464	Soil
SAMN35062463	Soil
SAMN35062462	Soil
SAMN35062461	Soil
SAMN35062460	Soil
SAMN35062459	Soil
SAMN35062458	Soil
SAMN35062457	Soil
SAMN35062456	Soil
SAMN35062455	Soil
SAMN35062454	Soil
SAMN35062453	Soil
SAMN35062452	Soil
SAMN35062451	Soil
SAMN35062450	Soil
SAMN32407969	Plant-Associated
SAMN32407968	Plant-Associated
SAMN32407967	Plant-Associated
SAMN32407966	Plant-Associated
SAMN32407965	Plant-Associated
SAMN32407964	Plant-Associated
SAMN32407963	Plant-Associated
SAMN32407962	Plant-Associated
SAMN32407961	Plant-Associated
SAMN32407960	Plant-Associated
SAMN32407959	Plant-Associated
SAMN32407958	Plant-Associated
SAMN32407957	Plant-Associated
SAMN32407956	Plant-Associated
SAMN32407955	Plant-Associated
SAMN32407954	Plant-Associated
SAMN32407953	Plant-Associated
SAMN32407952	Plant-Associated
SAMN32407951	Plant-Associated
SAMN32407950	Plant-Associated
SAMN32407949	Plant-Associated
SAMN32407948	Plant-Associated
SAMN32407947	Plant-Associated
SAMN32407946	Plant-Associated
SAMN32407945	Plant-Associated
SAMN32407944	Plant-Associated
SAMN32407943	Plant-Associated
SAMN32407942	Plant-Associated
SAMN32407941	Plant-Associated
SAMN32407940	Plant-Associated
SAMN32407939	Plant-Associated
SAMN32407938	Plant-Associated
SAMN32407937	Plant-Associated
SAMN32407936	Plant-Associated
SAMN32407935	Plant-Associated
SAMN32407934	Plant-Associated
SAMN32407933	Plant-Associated
SAMN32407932	Plant-Associated
SAMN32407931	Plant-Associated
SAMN32407930	Plant-Associated
SAMN32407929	Plant-Associated
SAMN32407928	Plant-Associated
SAMN32407927	Plant-Associated
SAMN32407926	Plant-Associated
SAMN32407925	Plant-Associated
SAMN32407924	Plant-Associated
SAMN32407923	Plant-Associated
SAMN32407922	Plant-Associated
SAMN32407921	Plant-Associated
SAMN32407920	Plant-Associated
SAMN32407919	Plant-Associated
SAMN32407918	Plant-Associated
SAMN32407917	Plant-Associated
SAMN32407916	Plant-Associated
SAMN32407915	Plant-Associated
SAMN32407914	Plant-Associated
SAMN32407913	Plant-Associated
SAMN32407912	Plant-Associated
SAMN32407911	Plant-Associated
SAMN32407910	Plant-Associated
SAMN32407909	Plant-Associated
SAMN32407908	Plant-Associated
SAMN32407907	Plant-Associated
SAMN32407906	Plant-Associated
SAMN32407905	Plant-Associated
SAMN32407904	Plant-Associated
SAMN32407903	Plant-Associated
SAMN32407902	Plant-Associated
SAMN32407901	Plant-Associated
SAMN32407900	Plant-Associated
SAMN32407899	Plant-Associated
SAMN32407898	Plant-Associated
SAMN32407897	Plant-Associated
SAMN32407896	Plant-Associated
SAMN32407895	Plant-Associated
SAMN32407894	Plant-Associated
SAMN32407893	Plant-Associated
SAMN32407892	Plant-Associated
SAMN32407891	Plant-Associated
SAMN32407890	Plant-Associated
SAMN32407889	Plant-Associated
SAMN32407888	Plant-Associated
SAMN32407887	Plant-Associated
SAMN32407886	Plant-Associated
SAMN32407885	Plant-Associated
SAMN32407884	Plant-Associated
SAMN32407883	Plant-Associated
SAMN32407882	Plant-Associated
SAMN32407881	Plant-Associated
SAMN32407880	Plant-Associated
SAMN32407879	Plant-Associated
SAMN32407878	Plant-Associated
SAMN32407877	Plant-Associated
SAMN32407876	Plant-Associated
SAMN32407875	Plant-Associated
SAMN32407874	Plant-Associated
SAMN32407873	Plant-Associated
SAMN32407872	Plant-Associated
SAMN32407871	Plant-Associated
SAMN32407870	Plant-Associated
SAMN32407869	Plant-Associated
SAMN32407868	Plant-Associated
SAMN32407867	Plant-Associated
SAMN32407866	Plant-Associated
SAMN32407865	Plant-Associated
SAMN32407864	Plant-Associated
SAMN32407863	Plant-Associated
SAMN32407862	Plant-Associated
SAMN32407861	Plant-Associated
SAMN32407860	Plant-Associated
SAMN32407859	Plant-Associated
SAMN32407858	Plant-Associated
SAMN32407857	Plant-Associated
SAMN32407856	Plant-Associated
SAMN32407855	Plant-Associated
SAMN32407854	Plant-Associated
SAMN32407853	Plant-Associated
SAMN32407852	Plant-Associated
SAMN32407851	Plant-Associated
SAMN32407850	Plant-Associated
SAMN32407849	Plant-Associated
SAMN32407848	Plant-Associated
SAMN32407847	Plant-Associated
SAMN32407846	Plant-Associated
SAMN32407845	Plant-Associated
SAMN32407844	Plant-Associated
SAMN32407843	Plant-Associated
SAMN32407842	Plant-Associated
SAMN32407841	Plant-Associated
SAMN32407840	Plant-Associated
SAMN32407839	Plant-Associated
SAMN32407838	Plant-Associated
SAMN32407837	Plant-Associated
SAMN32407836	Plant-Associated
SAMN32407835	Plant-Associated
SAMN32407834	Plant-Associated
SAMN32407833	Plant-Associated
SAMN32407832	Plant-Associated
SAMN32407831	Plant-Associated
SAMN32407830	Plant-Associated
SAMN32407829	Plant-Associated
SAMN32407828	Plant-Associated
SAMN32407827	Plant-Associated
SAMN32407826	Plant-Associated
SAMN32407825	Plant-Associated
SAMN32407824	Plant-Associated
SAMN32407823	Plant-Associated
SAMN32407822	Plant-Associated
SAMN32407821	Plant-Associated
SAMN32407820	Plant-Associated
SAMN32407819	Plant-Associated
SAMN32407818	Plant-Associated
